#Position (bp)	insert size	chromosomes
78782.5	177.92889812889814	0.0
236346.5	182.53569580962235	194.5665661352865
393910.5	184.75078864353313	0.0
551474.5	184.99763033175356
709038.5	186.6786474973376
866602.5	186.6867761917587
1024166.5	185.61408523908523
1181730.5	182.9445018069179
1339294.5	184.61777777777777
1496858.5	182.57940918397193
1654422.5	182.50632911392404
1811986.5	186.10049696300388
1969550.5	186.11546782044348
2127114.5	184.48813376483278
2284678.5	184.10849056603774
2442242.5	183.05077720207254
2599806.5	183.62056271364713
2757370.5	185.68490211853043
2914934.5	182.26984950700572
3072498.5	186.59461641991925
3230062.5	186.32634971796938
3387626.5	181.83603020496224
3545190.5	180.2455871066769
3702754.5	189.7869076965215
3860318.5	185.37322015334064
4017882.5	183.0203708540089
4175446.5	186.47558620689657
4333010.5	182.2595049757591
4490574.5	180.18304033092036
4648138.5	182.05224660397073
4805702.5	184.27968409586057
4963266.5	182.6188951160929
5120830.5	183.727343954035
5278394.5	181.92016169782718
5435958.5	183.06452435603163
5593522.5	182.85034192530247
5751086.5	182.89987452948557
5908650.5	181.95677655677656
6066214.5	182.68678756476683
6223778.5	179.34644837602323
6381342.5	178.9088281660536
6538906.5	179.57243723849373
6696470.5	180.77321237993596
6854034.5	179.8041014570966
7011598.5	177.81680022105553
7169162.5	178.94801641586866
7326726.5	178.37826333711692
7484290.5	176.88945433983602
7641854.5	177.414113016587
7799418.5	179.08379732739422
7956982.5	179.26172090457806
8114546.5	177.8838397418661
8272110.5	178.77656378038787
8429674.5	178.29790794979078
8587238.5	178.63633930960663
8744802.5	179.89413369713506
8902366.5	180.49777158774373
9059930.5	180.50502307901166
9217494.5	179.2713797035348
9375058.5	180.89965025558246
9532622.5	181.61158620689656
9690186.5	180.38568376068375
9847750.5	178.99530386740332
1.00053145E7	178.41173245614036
1.01628785E7	181.17208053691274
1.03204425E7	179.89509169363538
1.04780065E7	181.01826722338205
1.06355705E7	182.41328921974085
1.07931345E7	180.4528747702809
1.09506985E7	179.93530644316397
1.11082625E7	179.48659626320065
1.12658265E7	179.83878820665404
1.14233905E7	178.80978865406007
1.15809545E7	178.94656070156208
1.17385185E7	178.93064692982455
1.18960825E7	181.03994293865907
1.20536465E7	179.69212895730467
1.22112105E7	179.00221177771633
1.23687745E7	178.23514644351465
1.25263385E7	179.08270676691728
1.26839025E7	179.50918338513705
1.28414665E7	181.29189189189188
1.29990305E7	180.01659528907922
1.31565945E7	180.26686615886834
1.33141585E7	180.74044373162255
1.34717225E7	178.28871943202734
1.36292865E7	179.97471022128556
1.37868505E7	181.0541182682154
1.39444145E7	178.75658788372724
1.41019785E7	177.10575858250277
1.42595425E7	178.32774986041318
1.44171065E7	177.34827109266942
1.45746705E7	178.17001414427156
